"OCCUPANCY_DATE","shelter_location_pair","capacity_actual_sum","capacity_funding_sum","occupied_sum","unoccupied_sum","unavailable_sum","occupancy_rate"
21-08-12,"16 - 1022",50,50,49,1,0,0.98
21-08-12,"24 - 1150",120,120,94,26,0,0.783333333333333
21-08-12,"24 - 1153",125,135,123,2,10,0.984
21-08-13,"62 - 1011",60,61,60,0,1,1
21-08-13,"3 - 1008",190,201,175,15,11,0.921052631578947
21-08-13,"16 - 1022",50,50,50,0,0,1
21-08-13,"24 - 1150",120,120,95,25,0,0.791666666666667
21-08-13,"24 - 1153",125,135,125,0,10,1
21-08-14,"62 - 1011",60,61,60,0,1,1
21-08-14,"3 - 1008",190,201,178,12,11,0.936842105263158
21-08-14,"16 - 1022",50,50,49,1,0,0.98
21-08-14,"24 - 1150",120,120,94,26,0,0.783333333333333
21-08-14,"24 - 1153",125,135,124,1,10,0.992
21-08-15,"62 - 1011",60,61,60,0,1,1
21-08-15,"3 - 1008",190,201,178,12,11,0.936842105263158
21-08-15,"16 - 1022",50,50,47,3,0,0.94
21-08-15,"24 - 1150",120,120,94,26,0,0.783333333333333
21-08-15,"24 - 1153",125,135,123,2,10,0.984
21-08-16,"62 - 1011",60,61,60,0,1,1
21-08-16,"3 - 1008",190,201,178,12,11,0.936842105263158
21-08-16,"16 - 1022",50,50,49,1,0,0.98
21-08-16,"24 - 1150",120,120,94,26,0,0.783333333333333
21-08-16,"24 - 1153",125,135,121,4,10,0.968
21-08-17,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-17,"3 - 1008",190,201,175,15,11,0.921052631578947
21-08-17,"16 - 1022",50,50,50,0,0,1
21-08-17,"24 - 1150",120,120,99,21,0,0.825
21-08-17,"24 - 1153",125,135,124,1,10,0.992
21-08-18,"62 - 1011",60,61,58,2,1,0.966666666666667
21-08-18,"3 - 1008",190,201,177,13,11,0.931578947368421
21-08-18,"16 - 1022",50,50,48,2,0,0.96
21-08-18,"24 - 1150",120,120,99,21,0,0.825
21-08-18,"24 - 1153",125,135,124,1,10,0.992
21-08-19,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-19,"3 - 1008",190,201,174,16,11,0.91578947368421
21-08-19,"16 - 1022",50,50,49,1,0,0.98
21-08-19,"24 - 1150",120,120,98,22,0,0.816666666666667
21-08-19,"24 - 1153",125,135,125,0,10,1
21-08-20,"62 - 1011",60,61,58,2,1,0.966666666666667
21-08-20,"3 - 1008",190,201,171,19,11,0.9
21-08-20,"16 - 1022",50,50,48,2,0,0.96
21-08-20,"24 - 1150",120,120,96,24,0,0.8
21-08-20,"24 - 1153",125,135,122,3,10,0.976
21-08-21,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-21,"3 - 1008",190,201,167,23,11,0.878947368421053
21-08-21,"16 - 1022",50,50,49,1,0,0.98
21-08-21,"24 - 1150",120,120,96,24,0,0.8
21-08-21,"24 - 1153",125,135,125,0,10,1
21-08-22,"62 - 1011",60,61,60,0,1,1
21-08-22,"3 - 1008",190,201,168,22,11,0.884210526315789
21-08-22,"16 - 1022",50,50,48,2,0,0.96
21-08-22,"24 - 1150",120,120,105,15,0,0.875
21-08-22,"24 - 1153",125,135,125,0,10,1
21-08-23,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-23,"3 - 1008",190,201,170,20,11,0.894736842105263
21-08-23,"16 - 1022",50,50,49,1,0,0.98
21-08-23,"24 - 1150",119,120,100,19,1,0.840336134453782
21-08-23,"24 - 1153",125,135,124,1,10,0.992
21-08-24,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-24,"3 - 1008",190,201,175,15,11,0.921052631578947
21-08-24,"16 - 1022",50,50,49,1,0,0.98
21-08-24,"24 - 1150",120,120,102,18,0,0.85
21-08-24,"24 - 1153",125,135,125,0,10,1
21-08-25,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-25,"3 - 1008",190,201,179,11,11,0.942105263157895
21-08-25,"16 - 1022",50,50,50,0,0,1
21-08-25,"24 - 1150",120,120,103,17,0,0.858333333333333
21-08-25,"24 - 1153",125,135,123,2,10,0.984
21-08-26,"62 - 1011",60,61,60,0,1,1
21-08-26,"3 - 1008",190,201,178,12,11,0.936842105263158
21-08-26,"16 - 1022",50,50,50,0,0,1
21-08-26,"24 - 1150",120,120,103,17,0,0.858333333333333
21-08-26,"24 - 1153",125,135,124,1,10,0.992
21-08-27,"62 - 1011",60,61,60,0,1,1
21-08-27,"3 - 1008",188,201,177,11,13,0.941489361702128
21-08-27,"16 - 1022",50,50,50,0,0,1
21-08-27,"24 - 1150",120,120,103,17,0,0.858333333333333
21-08-27,"24 - 1153",125,135,125,0,10,1
21-08-28,"62 - 1011",60,61,59,1,1,0.983333333333333
21-08-28,"3 - 1008",188,201,178,10,13,0.946808510638298
21-08-28,"16 - 1022",50,50,50,0,0,1
21-08-28,"24 - 1150",120,120,105,15,0,0.875
21-08-28,"24 - 1153",125,135,125,0,10,1
21-08-29,"62 - 1011",60,61,60,0,1,1
21-08-29,"3 - 1008",188,201,178,10,13,0.946808510638298
21-08-29,"16 - 1022",50,50,46,4,0,0.92
21-08-29,"24 - 1150",119,120,109,10,1,0.915966386554622
21-08-29,"24 - 1153",125,135,125,0,10,1
21-08-30,"62 - 1011",60,61,60,0,1,1
21-08-30,"3 - 1008",188,201,177,11,13,0.941489361702128
21-08-30,"16 - 1022",50,50,49,1,0,0.98
21-08-30,"24 - 1150",119,120,105,14,1,0.882352941176471
21-08-30,"24 - 1153",125,135,123,2,10,0.984
21-08-31,"62 - 1011",60,61,60,0,1,1
21-08-31,"3 - 1008",193,201,181,12,8,0.937823834196891
21-08-31,"16 - 1022",50,50,48,2,0,0.96
21-08-31,"24 - 1150",120,120,105,15,0,0.875
21-08-31,"24 - 1153",125,135,124,1,10,0.992
21-09-01,"62 - 1011",60,61,60,0,1,1
21-09-01,"3 - 1008",192,201,179,13,9,0.932291666666667
21-09-01,"16 - 1022",50,50,47,3,0,0.94
21-09-01,"24 - 1150",119,120,95,24,1,0.798319327731092
21-09-01,"24 - 1153",125,135,125,0,10,1
21-09-02,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-02,"3 - 1008",190,201,177,13,11,0.931578947368421
21-09-02,"16 - 1022",50,50,47,3,0,0.94
21-09-02,"24 - 1150",119,120,90,29,1,0.756302521008403
21-09-02,"24 - 1153",125,135,122,3,10,0.976
21-09-03,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-03,"3 - 1008",190,201,176,14,11,0.926315789473684
21-09-03,"16 - 1022",50,50,46,4,0,0.92
21-09-03,"24 - 1150",120,120,86,34,0,0.716666666666667
21-09-03,"24 - 1153",125,135,123,2,10,0.984
21-09-04,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-04,"3 - 1008",190,201,179,11,11,0.942105263157895
21-09-04,"16 - 1022",50,50,46,4,0,0.92
21-09-04,"24 - 1150",120,120,87,33,0,0.725
21-09-04,"24 - 1153",125,135,125,0,10,1
21-09-05,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-05,"3 - 1008",189,201,178,11,12,0.941798941798942
21-09-05,"16 - 1022",50,50,43,7,0,0.86
21-09-05,"24 - 1150",120,120,84,36,0,0.7
21-09-05,"24 - 1153",125,135,125,0,10,1
21-09-06,"62 - 1011",60,61,60,0,1,1
21-09-06,"3 - 1008",189,201,178,11,12,0.941798941798942
21-09-06,"16 - 1022",50,50,44,6,0,0.88
21-09-06,"24 - 1150",120,120,85,35,0,0.708333333333333
21-09-06,"24 - 1153",125,135,125,0,10,1
21-09-07,"62 - 1011",60,61,60,0,1,1
21-09-07,"3 - 1008",189,201,176,13,12,0.931216931216931
21-09-07,"16 - 1022",50,50,50,0,0,1
21-09-07,"24 - 1150",120,120,93,27,0,0.775
21-09-07,"24 - 1153",125,135,125,0,10,1
21-09-08,"62 - 1011",60,61,60,0,1,1
21-09-08,"3 - 1008",188,201,175,13,13,0.930851063829787
21-09-08,"16 - 1022",50,50,50,0,0,1
21-09-08,"24 - 1150",120,120,85,35,0,0.708333333333333
21-09-08,"24 - 1153",125,135,124,1,10,0.992
21-09-09,"62 - 1011",60,61,59,1,1,0.983333333333333
21-09-09,"3 - 1008",188,201,175,13,13,0.930851063829787
21-09-09,"16 - 1022",50,50,50,0,0,1
21-09-09,"24 - 1150",81,120,81,0,39,1
21-09-09,"24 - 1153",125,135,125,0,10,1
21-09-10,"62 - 1011",60,61,60,0,1,1
21-09-10,"3 - 1008",186,201,174,12,15,0.935483870967742
21-09-10,"16 - 1022",50,50,48,2,0,0.96
21-09-10,"24 - 1150",79,120,79,0,41,1
21-09-10,"24 - 1153",125,135,125,0,10,1
21-09-11,"62 - 1011",60,61,60,0,1,1
21-09-11,"3 - 1008",186,201,175,11,15,0.940860215053763
21-09-11,"16 - 1022",50,50,49,1,0,0.98
21-09-11,"24 - 1150",77,120,77,0,43,1
21-09-11,"24 - 1153",125,135,124,1,10,0.992
21-09-12,"62 - 1011",60,61,60,0,1,1
21-09-12,"3 - 1008",186,201,175,11,15,0.940860215053763
21-09-12,"16 - 1022",50,50,50,0,0,1
21-09-12,"24 - 1150",79,120,79,0,41,1
21-09-12,"24 - 1153",125,135,125,0,10,1
21-09-13,"62 - 1011",60,61,60,0,1,1
21-09-13,"3 - 1008",184,201,174,10,17,0.945652173913043
21-09-13,"16 - 1022",50,50,49,1,0,0.98
21-09-13,"24 - 1150",78,120,78,0,42,1
21-09-13,"24 - 1153",125,135,125,0,10,1
21-09-14,"62 - 1011",60,61,59,1,1,0.983333333333333
21-09-14,"3 - 1008",184,201,172,12,17,0.934782608695652
21-09-14,"16 - 1022",50,50,50,0,0,1
21-09-14,"24 - 1150",76,120,73,3,44,0.960526315789474
21-09-14,"24 - 1153",125,135,124,1,10,0.992
21-09-15,"62 - 1011",60,61,60,0,1,1
21-09-15,"3 - 1008",172,201,171,1,29,0.994186046511628
21-09-15,"16 - 1022",50,50,48,2,0,0.96
21-09-15,"24 - 1150",69,120,69,0,51,1
21-09-15,"24 - 1153",125,135,125,0,10,1
21-09-16,"62 - 1011",60,61,60,0,1,1
21-09-16,"3 - 1008",172,201,170,2,29,0.988372093023256
21-09-16,"16 - 1022",50,50,48,2,0,0.96
21-09-16,"24 - 1150",69,120,69,0,51,1
21-09-16,"24 - 1153",125,135,123,2,10,0.984
21-09-17,"62 - 1011",60,61,60,0,1,1
21-09-17,"3 - 1008",172,201,170,2,29,0.988372093023256
21-09-17,"16 - 1022",50,50,48,2,0,0.96
21-09-17,"24 - 1150",67,120,67,0,53,1
21-09-17,"24 - 1153",125,135,124,1,10,0.992
21-09-18,"62 - 1011",60,61,60,0,1,1
21-09-18,"3 - 1008",172,201,171,1,29,0.994186046511628
21-09-18,"16 - 1022",50,50,47,3,0,0.94
21-09-18,"24 - 1150",67,120,67,0,53,1
21-09-18,"24 - 1153",124,135,123,1,11,0.991935483870968
21-09-19,"62 - 1011",60,61,60,0,1,1
21-09-19,"3 - 1008",173,201,172,1,28,0.994219653179191
21-09-19,"16 - 1022",50,50,47,3,0,0.94
21-09-19,"24 - 1150",67,120,67,0,53,1
21-09-19,"24 - 1153",125,135,124,1,10,0.992
21-09-20,"62 - 1011",60,61,60,0,1,1
21-09-20,"3 - 1008",174,201,172,2,27,0.988505747126437
21-09-20,"16 - 1022",50,50,48,2,0,0.96
21-09-20,"24 - 1150",65,120,65,0,55,1
21-09-20,"24 - 1153",125,135,125,0,10,1
21-09-21,"62 - 1011",60,61,59,1,1,0.983333333333333
21-09-21,"3 - 1008",177,201,173,4,24,0.977401129943503
21-09-21,"16 - 1022",50,50,49,1,0,0.98
21-09-21,"24 - 1150",119,120,74,45,1,0.621848739495798
21-09-21,"24 - 1153",125,135,125,0,10,1
21-09-22,"62 - 1011",60,61,60,0,1,1
21-09-22,"3 - 1008",176,201,170,6,25,0.965909090909091
21-09-22,"16 - 1022",50,50,49,1,0,0.98
21-09-22,"24 - 1150",119,120,78,41,1,0.65546218487395
21-09-22,"24 - 1153",125,135,125,0,10,1
21-09-23,"62 - 1011",60,61,57,3,1,0.95
21-09-23,"3 - 1008",177,201,170,7,24,0.96045197740113
21-09-23,"16 - 1022",50,50,49,1,0,0.98
21-09-23,"24 - 1150",119,120,84,35,1,0.705882352941177
21-09-23,"24 - 1153",125,135,124,1,10,0.992
21-09-24,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-24,"3 - 1008",177,201,170,7,24,0.96045197740113
21-09-24,"16 - 1022",50,50,50,0,0,1
21-09-24,"24 - 1150",119,120,87,32,1,0.73109243697479
21-09-24,"24 - 1153",125,135,124,1,10,0.992
21-09-25,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-25,"3 - 1008",177,201,169,8,24,0.954802259887006
21-09-25,"16 - 1022",50,50,50,0,0,1
21-09-25,"24 - 1150",119,120,87,32,1,0.73109243697479
21-09-25,"24 - 1153",125,135,125,0,10,1
21-09-26,"62 - 1011",60,61,58,2,1,0.966666666666667
21-09-26,"3 - 1008",178,201,170,8,23,0.955056179775281
21-09-26,"16 - 1022",50,50,49,1,0,0.98
21-09-26,"24 - 1150",119,120,92,27,1,0.773109243697479
21-09-26,"24 - 1153",125,135,125,0,10,1
21-09-27,"62 - 1011",60,61,60,0,1,1
21-09-27,"3 - 1008",175,201,170,5,26,0.971428571428571
21-09-27,"16 - 1022",50,50,45,5,0,0.9
21-09-27,"24 - 1150",119,120,95,24,1,0.798319327731092
21-09-27,"24 - 1153",125,135,124,1,10,0.992
21-09-28,"62 - 1011",60,61,60,0,1,1
21-09-28,"3 - 1008",189,201,176,13,12,0.931216931216931
21-09-28,"16 - 1022",50,50,47,3,0,0.94
21-09-28,"24 - 1150",119,120,93,26,1,0.781512605042017
21-09-28,"24 - 1153",125,135,124,1,10,0.992
21-09-29,"62 - 1011",60,61,59,1,1,0.983333333333333
21-09-29,"3 - 1008",190,201,178,12,11,0.936842105263158
21-09-29,"16 - 1022",50,50,48,2,0,0.96
21-09-29,"24 - 1150",119,120,96,23,1,0.80672268907563
21-09-29,"24 - 1153",125,135,124,1,10,0.992
21-09-30,"62 - 1011",60,61,60,0,1,1
21-09-30,"3 - 1008",191,201,177,14,10,0.926701570680628
21-09-30,"16 - 1022",50,50,47,3,0,0.94
21-09-30,"24 - 1150",119,120,92,27,1,0.773109243697479
21-09-30,"24 - 1153",125,135,124,1,10,0.992
21-10-01,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-01,"3 - 1008",191,201,177,14,10,0.926701570680628
21-10-01,"16 - 1022",50,50,48,2,0,0.96
21-10-01,"24 - 1150",119,120,95,24,1,0.798319327731092
21-10-01,"24 - 1153",125,135,123,2,10,0.984
21-10-02,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-02,"3 - 1008",192,201,177,15,9,0.921875
21-10-02,"16 - 1022",50,50,48,2,0,0.96
21-10-02,"24 - 1150",119,120,93,26,1,0.781512605042017
21-10-02,"24 - 1153",125,135,125,0,10,1
21-10-03,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-03,"3 - 1008",192,201,180,12,9,0.9375
21-10-03,"16 - 1022",50,50,48,2,0,0.96
21-10-03,"24 - 1150",119,120,95,24,1,0.798319327731092
21-10-03,"24 - 1153",125,135,125,0,10,1
21-10-04,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-04,"3 - 1008",193,201,181,12,8,0.937823834196891
21-10-04,"16 - 1022",50,50,48,2,0,0.96
21-10-04,"24 - 1150",119,120,93,26,1,0.781512605042017
21-10-04,"24 - 1153",125,135,125,0,10,1
21-10-05,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-05,"3 - 1008",193,201,177,16,8,0.917098445595855
21-10-05,"16 - 1022",50,50,46,4,0,0.92
21-10-05,"24 - 1150",118,120,99,19,2,0.838983050847458
21-10-05,"24 - 1153",125,135,124,1,10,0.992
21-10-06,"62 - 1011",60,61,58,2,1,0.966666666666667
21-10-06,"3 - 1008",193,201,178,15,8,0.922279792746114
21-10-06,"16 - 1022",50,50,47,3,0,0.94
21-10-06,"24 - 1150",120,120,103,17,0,0.858333333333333
21-10-06,"24 - 1153",125,135,123,2,10,0.984
21-10-07,"62 - 1011",60,61,57,3,1,0.95
21-10-07,"3 - 1008",193,201,180,13,8,0.932642487046632
21-10-07,"16 - 1022",50,50,49,1,0,0.98
21-10-07,"24 - 1150",120,120,102,18,0,0.85
21-10-07,"24 - 1153",125,135,125,0,10,1
21-10-08,"62 - 1011",60,61,57,3,1,0.95
21-10-08,"3 - 1008",193,201,182,11,8,0.94300518134715
21-10-08,"16 - 1022",50,50,49,1,0,0.98
21-10-08,"24 - 1150",120,120,103,17,0,0.858333333333333
21-10-08,"24 - 1153",125,135,125,0,10,1
21-10-09,"62 - 1011",60,61,57,3,1,0.95
21-10-09,"3 - 1008",193,201,180,13,8,0.932642487046632
21-10-09,"16 - 1022",50,50,50,0,0,1
21-10-09,"24 - 1150",120,120,116,4,0,0.966666666666667
21-10-09,"24 - 1153",125,135,124,1,10,0.992
21-10-10,"62 - 1011",60,61,58,2,1,0.966666666666667
21-10-10,"3 - 1008",192,201,180,12,9,0.9375
21-10-10,"16 - 1022",50,50,49,1,0,0.98
21-10-10,"24 - 1150",120,120,111,9,0,0.925
21-10-10,"24 - 1153",125,135,125,0,10,1
21-10-11,"62 - 1011",60,61,58,2,1,0.966666666666667
21-10-11,"3 - 1008",192,201,180,12,9,0.9375
21-10-11,"16 - 1022",50,50,48,2,0,0.96
21-10-11,"24 - 1150",120,120,113,7,0,0.941666666666667
21-10-11,"24 - 1153",125,135,125,0,10,1
21-10-12,"62 - 1011",60,61,56,4,1,0.933333333333333
21-10-12,"3 - 1008",194,201,178,16,7,0.917525773195876
21-10-12,"16 - 1022",50,50,49,1,0,0.98
21-10-12,"24 - 1150",120,120,109,11,0,0.908333333333333
21-10-12,"24 - 1153",125,135,125,0,10,1
21-10-13,"62 - 1011",60,61,55,5,1,0.916666666666667
21-10-13,"3 - 1008",194,201,178,16,7,0.917525773195876
21-10-13,"16 - 1022",50,50,50,0,0,1
21-10-13,"24 - 1150",120,120,106,14,0,0.883333333333333
21-10-13,"24 - 1153",125,135,125,0,10,1
21-10-14,"62 - 1011",60,61,58,2,1,0.966666666666667
21-10-14,"3 - 1008",195,201,181,14,6,0.928205128205128
21-10-14,"16 - 1022",50,50,47,3,0,0.94
21-10-14,"24 - 1150",120,120,104,16,0,0.866666666666667
21-10-14,"24 - 1153",125,135,125,0,10,1
21-10-15,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-15,"3 - 1008",194,201,182,12,7,0.938144329896907
21-10-15,"16 - 1022",50,50,50,0,0,1
21-10-15,"24 - 1150",120,120,106,14,0,0.883333333333333
21-10-15,"24 - 1153",125,135,125,0,10,1
21-10-16,"62 - 1011",60,61,57,3,1,0.95
21-10-16,"3 - 1008",193,201,184,9,8,0.953367875647668
21-10-16,"16 - 1022",50,50,48,2,0,0.96
21-10-16,"24 - 1150",120,120,112,8,0,0.933333333333333
21-10-16,"24 - 1153",125,135,125,0,10,1
21-10-17,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-17,"3 - 1008",193,201,184,9,8,0.953367875647668
21-10-17,"16 - 1022",50,50,47,3,0,0.94
21-10-17,"24 - 1150",120,120,100,20,0,0.833333333333333
21-10-17,"24 - 1153",125,135,125,0,10,1
21-10-18,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-18,"3 - 1008",193,201,185,8,8,0.958549222797927
21-10-18,"16 - 1022",50,50,50,0,0,1
21-10-18,"24 - 1150",120,120,99,21,0,0.825
21-10-18,"24 - 1153",125,135,125,0,10,1
21-10-19,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-19,"3 - 1008",193,201,185,8,8,0.958549222797927
21-10-19,"16 - 1022",50,50,48,2,0,0.96
21-10-19,"24 - 1150",120,120,100,20,0,0.833333333333333
21-10-19,"24 - 1153",125,135,124,1,10,0.992
21-10-20,"62 - 1011",60,61,60,0,1,1
21-10-20,"3 - 1008",193,201,183,10,8,0.948186528497409
21-10-20,"16 - 1022",50,50,49,1,0,0.98
21-10-20,"24 - 1150",120,120,89,31,0,0.741666666666667
21-10-20,"24 - 1153",123,135,123,0,12,1
21-10-21,"62 - 1011",60,61,60,0,1,1
21-10-21,"3 - 1008",193,201,182,11,8,0.94300518134715
21-10-21,"16 - 1022",50,50,50,0,0,1
21-10-21,"24 - 1150",118,120,94,24,2,0.796610169491525
21-10-21,"24 - 1153",125,135,124,1,10,0.992
21-10-22,"62 - 1011",60,61,60,0,1,1
21-10-22,"3 - 1008",193,201,183,10,8,0.948186528497409
21-10-22,"16 - 1022",50,50,49,1,0,0.98
21-10-22,"24 - 1150",120,120,97,23,0,0.808333333333333
21-10-22,"24 - 1153",125,135,124,1,10,0.992
21-10-23,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-23,"3 - 1008",192,201,185,7,9,0.963541666666667
21-10-23,"16 - 1022",50,50,49,1,0,0.98
21-10-23,"24 - 1150",120,120,95,25,0,0.791666666666667
21-10-23,"24 - 1153",125,135,125,0,10,1
21-10-24,"62 - 1011",60,61,58,2,1,0.966666666666667
21-10-24,"3 - 1008",192,201,185,7,9,0.963541666666667
21-10-24,"16 - 1022",50,50,50,0,0,1
21-10-24,"24 - 1150",120,120,100,20,0,0.833333333333333
21-10-24,"24 - 1153",125,135,125,0,10,1
21-10-25,"62 - 1011",60,61,60,0,1,1
21-10-25,"3 - 1008",192,201,187,5,9,0.973958333333333
21-10-25,"16 - 1022",50,50,49,1,0,0.98
21-10-25,"24 - 1150",120,120,103,17,0,0.858333333333333
21-10-25,"24 - 1153",125,135,124,1,10,0.992
21-10-26,"62 - 1011",60,61,60,0,1,1
21-10-26,"3 - 1008",192,201,187,5,9,0.973958333333333
21-10-26,"16 - 1022",50,50,48,2,0,0.96
21-10-26,"24 - 1150",120,120,98,22,0,0.816666666666667
21-10-26,"24 - 1153",125,135,124,1,10,0.992
21-10-27,"62 - 1011",60,61,59,1,1,0.983333333333333
21-10-27,"3 - 1008",192,201,186,6,9,0.96875
21-10-27,"16 - 1022",50,50,48,2,0,0.96
21-10-27,"24 - 1150",120,120,102,18,0,0.85
21-10-27,"24 - 1153",125,135,124,1,10,0.992
21-10-28,"62 - 1011",60,61,60,0,1,1
21-10-28,"3 - 1008",192,201,188,4,9,0.979166666666667
21-10-28,"16 - 1022",50,50,48,2,0,0.96
21-10-28,"24 - 1150",120,120,95,25,0,0.791666666666667
21-10-28,"24 - 1153",125,135,125,0,10,1
21-10-29,"62 - 1011",60,61,60,0,1,1
21-10-29,"3 - 1008",192,201,190,2,9,0.989583333333333
21-10-29,"16 - 1022",50,50,49,1,0,0.98
21-10-29,"24 - 1150",120,120,96,24,0,0.8
21-10-29,"24 - 1153",125,135,125,0,10,1
21-10-30,"62 - 1011",60,61,60,0,1,1
21-10-30,"3 - 1008",192,201,190,2,9,0.989583333333333
21-10-30,"16 - 1022",50,50,49,1,0,0.98
21-10-30,"24 - 1150",120,120,101,19,0,0.841666666666667
21-10-30,"24 - 1153",125,135,125,0,10,1
21-10-31,"62 - 1011",60,61,60,0,1,1
21-10-31,"3 - 1008",192,201,190,2,9,0.989583333333333
21-10-31,"16 - 1022",50,50,48,2,0,0.96
21-10-31,"24 - 1150",120,120,99,21,0,0.825
21-10-31,"24 - 1153",125,135,125,0,10,1
21-11-01,"62 - 1011",60,61,60,0,1,1
21-11-01,"3 - 1008",192,201,189,3,9,0.984375
21-11-01,"16 - 1022",50,50,48,2,0,0.96
21-11-01,"24 - 1150",120,120,89,31,0,0.741666666666667
21-11-01,"24 - 1153",125,135,125,0,10,1
21-11-02,"62 - 1011",60,61,60,0,1,1
21-11-02,"3 - 1008",192,201,188,4,9,0.979166666666667
21-11-02,"16 - 1022",50,50,47,3,0,0.94
21-11-02,"24 - 1150",120,120,91,29,0,0.758333333333333
21-11-02,"24 - 1153",125,135,125,0,10,1
21-11-03,"62 - 1011",60,61,59,1,1,0.983333333333333
21-11-03,"3 - 1008",192,201,189,3,9,0.984375
21-11-03,"16 - 1022",50,50,45,5,0,0.9
21-11-03,"24 - 1150",120,120,96,24,0,0.8
21-11-03,"24 - 1153",125,135,125,0,10,1
21-11-04,"62 - 1011",60,61,59,1,1,0.983333333333333
21-11-04,"3 - 1008",192,201,190,2,9,0.989583333333333
21-11-04,"16 - 1022",50,50,47,3,0,0.94
21-11-04,"24 - 1150",119,120,91,28,1,0.764705882352941
21-11-04,"24 - 1153",125,135,125,0,10,1
21-11-05,"62 - 1011",60,61,59,1,1,0.983333333333333
21-11-05,"3 - 1008",192,201,190,2,9,0.989583333333333
21-11-05,"16 - 1022",50,50,47,3,0,0.94
21-11-05,"24 - 1150",120,120,96,24,0,0.8
21-11-05,"24 - 1153",124,135,124,0,11,1
21-11-06,"62 - 1011",60,61,59,1,1,0.983333333333333
21-11-06,"3 - 1008",192,201,190,2,9,0.989583333333333
21-11-06,"16 - 1022",50,50,46,4,0,0.92
21-11-06,"24 - 1150",120,120,102,18,0,0.85
21-11-06,"24 - 1153",124,135,124,0,11,1
21-11-07,"62 - 1011",60,61,59,1,1,0.983333333333333
21-11-07,"3 - 1008",192,201,189,3,9,0.984375
21-11-07,"16 - 1022",50,50,46,4,0,0.92
21-11-07,"24 - 1150",120,120,104,16,0,0.866666666666667
21-11-07,"24 - 1153",124,135,124,0,11,1
21-11-08,"62 - 1011",60,61,60,0,1,1
21-11-08,"3 - 1008",192,201,189,3,9,0.984375
21-11-08,"16 - 1022",50,50,48,2,0,0.96
21-11-08,"24 - 1150",120,120,106,14,0,0.883333333333333
21-11-08,"24 - 1153",124,135,124,0,11,1
21-11-09,"62 - 1011",60,61,60,0,1,1
21-11-09,"3 - 1008",192,201,189,3,9,0.984375
21-11-09,"16 - 1022",50,50,46,4,0,0.92
21-11-09,"24 - 1150",120,120,104,16,0,0.866666666666667
21-11-09,"24 - 1153",125,135,125,0,10,1
21-11-10,"62 - 1011",60,61,60,0,1,1
21-11-10,"3 - 1008",192,201,189,3,9,0.984375
21-11-10,"16 - 1022",49,50,46,3,1,0.938775510204082
21-11-10,"24 - 1150",120,120,103,17,0,0.858333333333333
21-11-10,"24 - 1153",125,135,124,1,10,0.992
21-11-11,"62 - 1011",60,61,60,0,1,1
21-11-11,"3 - 1008",192,201,189,3,9,0.984375
21-11-11,"16 - 1022",50,50,44,6,0,0.88
21-11-11,"24 - 1150",120,120,104,16,0,0.866666666666667
21-11-11,"24 - 1153",125,135,125,0,10,1
21-11-12,"62 - 1011",60,61,60,0,1,1
21-11-12,"3 - 1008",192,201,189,3,9,0.984375
21-11-12,"16 - 1022",50,50,45,5,0,0.9
21-11-12,"24 - 1150",120,120,101,19,0,0.841666666666667
21-11-12,"24 - 1153",125,135,125,0,10,1
21-11-13,"62 - 1011",60,61,60,0,1,1
21-11-13,"3 - 1008",192,201,187,5,9,0.973958333333333
21-11-13,"16 - 1022",50,50,46,4,0,0.92
21-11-13,"24 - 1150",120,120,106,14,0,0.883333333333333
21-11-13,"24 - 1153",125,135,125,0,10,1
21-11-14,"62 - 1011",60,61,60,0,1,1
21-11-14,"3 - 1008",192,201,187,5,9,0.973958333333333
21-11-14,"16 - 1022",50,50,46,4,0,0.92
21-11-14,"24 - 1150",119,120,105,14,1,0.882352941176471
21-11-14,"24 - 1153",125,135,125,0,10,1
21-11-15,"62 - 1011",60,61,60,0,1,1
21-11-15,"3 - 1008",192,201,185,7,9,0.963541666666667
21-11-15,"16 - 1022",50,50,43,7,0,0.86
21-11-15,"24 - 1150",119,120,112,7,1,0.941176470588235
21-11-15,"24 - 1153",125,135,125,0,10,1
21-11-16,"62 - 1011",60,61,60,0,1,1
